trade_id,side,level_type,level_row,level_detected_at,entry_time,exit_time,entry_price,exit_price,take_profit,stop_loss,exit_reason,pnl,holding_minutes
366,long,resistance,29,2025-05-01 18:30:00,2025-05-07 09:33:00,2025-05-07 11:56:00,59.5,59.689,59.689,59.19,take_profit,0.189,143
367,long,resistance,154,2025-05-06 10:30:00,2025-05-07 13:41:00,2025-05-07 14:36:00,58.85,58.65,59.21,58.65,stop_loss,-0.2,55
368,short,support,36,2025-05-01 22:30:00,2025-05-08 08:49:00,2025-05-08 08:50:00,58.73,58.63,58.63,58.93,take_profit,0.1,1
369,short,support,202,2025-05-07 11:00:00,2025-05-08 12:12:00,2025-05-08 12:14:00,59.29,59.19,59.19,59.49,take_profit,0.1,2
370,long,resistance,197,2025-05-07 08:30:00,2025-05-09 14:20:00,2025-05-09 14:24:00,60.26,60.36,60.36,60.06,take_profit,0.1,4
371,long,resistance,269,2025-05-08 21:00:00,2025-05-09 14:24:00,2025-05-09 14:52:00,60.29,60.65,60.65,60.09,take_profit,0.36,28
372,short,support,860,2025-04-28 07:00:00,2025-05-12 07:01:00,2025-05-12 07:05:00,62.57,62.77,62.37,62.77,stop_loss,-0.2,4
373,short,support,354,2025-05-12 16:30:00,2025-05-12 20:25:00,2025-05-12 22:00:00,62.08,61.98,61.98,62.28,take_profit,0.1,95
374,short,support,704,2025-04-22 23:30:00,2025-05-13 16:03:00,2025-05-14 09:31:00,63.92,63.128,63.128,64.739,take_profit,0.792,1048
375,long,resistance,394,2025-05-13 13:00:00,2025-05-14 10:06:00,2025-05-14 10:23:00,62.87,62.97,62.97,62.67,take_profit,0.1,17
376,short,support,421,2025-05-14 03:00:00,2025-05-14 13:01:00,2025-05-14 13:26:00,63.19,63.39,62.982,63.39,stop_loss,-0.2,25
377,short,support,325,2025-05-12 02:00:00,2025-05-15 10:52:00,2025-05-15 11:19:00,61.02,60.852,60.852,61.356,take_profit,0.168,27
378,short,support,869,2025-04-28 11:30:00,2025-05-15 13:00:00,2025-05-15 13:01:00,61.69,61.59,61.59,61.89,take_profit,0.1,1
379,short,support,461,2025-05-14 23:30:00,2025-05-15 13:02:00,2025-05-15 13:03:00,61.86,61.724,61.724,62.06,take_profit,0.136,1
380,short,support,560,2025-05-19 02:00:00,2025-05-19 07:30:00,2025-05-19 07:42:00,61.72,61.62,61.62,61.92,take_profit,0.1,12
381,long,resistance,883,2025-04-28 19:00:00,2025-05-21 14:41:00,2025-05-21 15:05:00,62.06,61.86,62.16,61.86,stop_loss,-0.2,24
382,short,support,523,2025-05-16 07:00:00,2025-05-22 12:39:00,2025-05-22 12:58:00,60.78,60.516,60.516,61.308,take_profit,0.264,19
383,short,support,570,2025-05-19 07:00:00,2025-05-23 10:35:00,2025-05-23 11:43:00,61.34,61.14,61.14,61.54,take_profit,0.2,68
384,long,resistance,697,2025-05-22 00:00:00,2025-05-26 10:30:00,2025-05-27 00:54:00,61.4,61.67,61.67,61.2,take_profit,0.27,864
385,long,resistance,747,2025-05-23 01:30:00,2025-05-27 13:17:00,2025-05-27 14:46:00,60.96,60.76,61.32,60.76,stop_loss,-0.2,89
386,short,support,813,2025-05-26 11:00:00,2025-05-28 07:15:00,2025-05-28 08:19:00,61.3,61.2,61.2,61.5,take_profit,0.1,64
387,short,support,674,2025-05-21 12:00:00,2025-05-28 15:39:00,2025-05-28 16:05:00,62.44,62.152,62.152,62.64,take_profit,0.288,26
388,long,resistance,709,2025-05-22 06:00:00,2025-05-28 18:47:00,2025-05-28 18:55:00,61.75,61.55,61.85,61.55,stop_loss,-0.2,8
389,long,resistance,809,2025-05-26 09:00:00,2025-05-29 11:02:00,2025-05-29 11:13:00,62.03,62.13,62.13,61.83,take_profit,0.1,11
390,long,resistance,383,2025-05-13 07:30:00,2025-05-29 11:31:00,2025-05-29 12:21:00,62.15,61.95,62.25,61.95,stop_loss,-0.2,50
391,long,resistance,829,2025-05-26 22:00:00,2025-05-29 12:59:00,2025-05-29 13:00:00,61.6,61.7,61.7,61.4,take_profit,0.1,1
392,short,support,839,2025-05-27 03:00:00,2025-05-30 08:14:00,2025-05-30 09:05:00,61.21,61.41,61.11,61.41,stop_loss,-0.2,51
393,short,support,920,2025-05-28 20:00:00,2025-05-30 10:19:00,2025-05-30 11:10:00,61.49,61.69,61.37,61.69,stop_loss,-0.2,51
394,short,support,760,2025-05-23 08:00:00,2025-05-30 17:14:00,2025-05-30 18:18:00,60.55,60.878,60.386,60.878,stop_loss,-0.328,64
395,long,resistance,644,2025-05-20 20:30:00,2025-06-02 07:45:00,2025-06-02 07:48:00,62.36,62.46,62.46,62.16,take_profit,0.1,3
396,long,resistance,10,2025-06-02 03:00:00,2025-06-02 14:19:00,2025-06-02 14:41:00,62.7,62.5,62.853,62.5,stop_loss,-0.2,22
397,long,resistance,336,2025-05-12 07:30:00,2025-06-03 18:21:00,2025-06-03 18:47:00,63.41,63.52,63.52,63.19,take_profit,0.11,26
398,long,resistance,77,2025-06-03 13:00:00,2025-06-03 19:26:00,2025-06-03 23:54:00,63.46,63.217,63.5815,63.217,stop_loss,-0.243,268
399,long,resistance,801,2025-04-25 01:00:00,2025-06-04 11:44:00,2025-06-04 11:53:00,63.35,63.45,63.45,63.15,take_profit,0.1,9
400,long,resistance,826,2025-04-25 13:30:00,2025-06-04 15:05:00,2025-06-04 15:10:00,63.3,63.4,63.4,63.1,take_profit,0.1,5
401,short,support,105,2025-06-04 03:30:00,2025-06-05 07:18:00,2025-06-05 08:00:00,63.14,63.04,63.04,63.34,take_profit,0.1,42
402,long,resistance,669,2025-05-21 09:30:00,2025-06-06 07:18:00,2025-06-06 07:23:00,63.13,62.93,63.23,62.93,stop_loss,-0.2,5
403,short,support,180,2025-06-05 17:30:00,2025-06-06 08:31:00,2025-06-06 08:33:00,63.2,63.1,63.1,63.4,take_profit,0.1,2
404,short,support,289,2025-03-11 01:30:00,2025-06-09 15:17:00,2025-06-10 15:32:00,65.29,66.316,64.538,66.316,stop_loss,-1.026,1455
405,short,support,582,2025-03-19 07:00:00,2025-06-10 15:32:00,2025-06-10 15:42:00,66.21,66.11,66.11,66.41,take_profit,0.1,10
406,short,support,332,2024-09-11 02:00:00,2025-06-10 16:36:00,2025-06-10 16:45:00,65.91,65.686,65.686,66.358,take_profit,0.224,9
407,long,resistance,590,2025-04-17 13:00:00,2025-06-11 09:16:00,2025-06-11 09:21:00,64.83,64.947,64.947,64.596,take_profit,0.117,5
408,short,support,178,2025-03-06 17:30:00,2025-06-11 09:52:00,2025-06-11 10:01:00,65.59,65.79,65.35,65.79,stop_loss,-0.2,9
409,short,support,323,2025-03-11 18:30:00,2025-06-11 10:13:00,2025-06-11 10:18:00,66.0,65.828,65.828,66.344,take_profit,0.172,5
410,short,support,143,2025-04-04 01:00:00,2025-06-11 10:34:00,2025-06-11 11:04:00,66.06,65.912,65.912,66.356,take_profit,0.148,30
411,short,support,588,2025-03-19 10:00:00,2025-06-11 11:51:00,2025-06-11 12:04:00,66.09,65.954,65.954,66.362,take_profit,0.136,13
412,short,support,348,2025-03-12 07:30:00,2025-06-11 12:04:00,2025-06-11 12:15:00,66.15,66.038,66.038,66.374,take_profit,0.112,11
413,short,support,113,2025-04-03 09:30:00,2025-06-11 12:30:00,2025-06-11 12:31:00,66.38,66.28,66.28,66.58,take_profit,0.1,1
414,short,support,643,2025-03-20 14:00:00,2025-06-11 14:15:00,2025-06-11 14:25:00,66.63,66.5265,66.5265,66.837,take_profit,0.1035,10
415,short,support,713,2025-03-24 02:00:00,2025-06-11 18:22:00,2025-06-11 18:26:00,67.97,68.17,67.87,68.17,stop_loss,-0.2,4
416,short,support,736,2025-03-24 13:30:00,2025-06-11 18:28:00,2025-06-11 18:31:00,68.25,68.15,68.15,68.45,take_profit,0.1,3
417,long,resistance,122,2025-04-03 14:00:00,2025-06-12 09:37:00,2025-06-12 09:45:00,67.17,67.27,67.27,66.97,take_profit,0.1,8
418,short,support,946,2025-03-31 01:00:00,2025-06-12 20:45:00,2025-06-12 22:01:00,68.81,68.71,68.71,69.01,take_profit,0.1,76
419,long,resistance,59,2025-04-02 06:00:00,2025-06-13 07:11:00,2025-06-13 07:12:00,71.27,71.37,71.37,71.07,take_profit,0.1,1
420,long,resistance,6,2025-04-01 03:00:00,2025-06-13 07:34:00,2025-06-13 07:35:00,71.75,71.55,71.85,71.55,stop_loss,-0.2,1
421,long,resistance,591,2025-02-19 15:00:00,2025-06-13 11:53:00,2025-06-13 11:55:00,72.91,73.099,73.099,72.71,take_profit,0.189,2
422,long,resistance,306,2025-02-11 11:00:00,2025-06-13 12:09:00,2025-06-13 12:15:00,73.34,73.44,73.44,73.14,take_profit,0.1,6
423,long,resistance,346,2025-02-12 07:30:00,2025-06-13 13:38:00,2025-06-13 13:40:00,73.2,73.3,73.3,73.0,take_profit,0.1,2
424,long,resistance,643,2025-02-20 17:30:00,2025-06-13 13:41:00,2025-06-13 13:45:00,73.14,72.94,73.24,72.94,stop_loss,-0.2,4
425,long,resistance,13,2025-04-01 06:30:00,2025-06-13 15:04:00,2025-06-13 15:05:00,71.99,72.09,72.09,71.79,take_profit,0.1,1
426,long,resistance,978,2025-03-31 17:00:00,2025-06-13 15:08:00,2025-06-13 15:09:00,71.83,71.93,71.93,71.63,take_profit,0.1,1
427,long,resistance,624,2025-02-20 08:00:00,2025-06-13 15:26:00,2025-06-13 15:30:00,72.34,72.14,72.44,72.14,stop_loss,-0.2,4
428,short,support,660,2025-02-21 02:30:00,2025-06-16 13:48:00,2025-06-16 13:53:00,72.35,72.25,72.25,72.55,take_profit,0.1,5
429,long,resistance,928,2025-02-28 19:00:00,2025-06-16 14:19:00,2025-06-16 14:20:00,70.29,70.39,70.39,70.09,take_profit,0.1,1
430,long,resistance,845,2025-03-26 21:00:00,2025-06-16 14:35:00,2025-06-16 14:38:00,69.99,69.79,70.09,69.79,stop_loss,-0.2,3
431,long,resistance,917,2025-03-28 10:00:00,2025-06-16 14:54:00,2025-06-16 14:58:00,70.09,70.19,70.19,69.89,take_profit,0.1,4
432,short,support,442,2025-06-13 07:30:00,2025-06-17 07:26:00,2025-06-17 07:31:00,70.84,71.04,70.74,71.04,stop_loss,-0.2,5
433,short,support,493,2025-06-16 09:30:00,2025-06-17 13:50:00,2025-06-17 14:01:00,72.24,72.14,72.14,72.44,take_profit,0.1,11
434,long,resistance,521,2025-06-17 00:00:00,2025-06-18 14:33:00,2025-06-18 14:34:00,72.12,71.92,72.273,71.92,stop_loss,-0.2,1
435,long,resistance,312,2025-02-11 14:00:00,2025-06-19 09:37:00,2025-06-19 09:38:00,73.68,73.78,73.78,73.48,take_profit,0.1,1
436,long,resistance,429,2025-06-13 01:00:00,2025-06-23 07:20:00,2025-06-23 07:22:00,74.35,74.45,74.45,74.15,take_profit,0.1,2
437,long,resistance,725,2025-03-24 08:00:00,2025-06-23 18:29:00,2025-06-23 18:30:00,68.55,68.65,68.65,68.35,take_profit,0.1,1
438,short,support,404,2025-06-12 12:00:00,2025-06-24 07:52:00,2025-06-24 07:53:00,66.72,66.92,66.62,66.92,stop_loss,-0.2,1
439,long,resistance,291,2025-06-10 02:30:00,2025-06-24 12:25:00,2025-06-24 12:38:00,65.66,65.46,66.02,65.46,stop_loss,-0.2,13
440,long,resistance,236,2025-06-08 22:30:00,2025-06-24 14:32:00,2025-06-24 14:36:00,64.86,65.22,65.22,64.66,take_profit,0.36,4
441,short,support,358,2024-09-11 15:00:00,2025-06-25 07:11:00,2025-06-25 07:12:00,65.63,65.53,65.53,65.83,take_profit,0.1,1
442,long,resistance,814,2025-06-25 08:00:00,2025-06-26 17:17:00,2025-06-26 17:24:00,65.65,65.45,65.75,65.45,stop_loss,-0.2,7
443,long,resistance,851,2025-06-26 03:00:00,2025-06-30 10:21:00,2025-06-30 11:19:00,65.38,65.18,65.623,65.18,stop_loss,-0.2,58
444,long,resistance,832,2025-06-25 17:00:00,2025-07-02 13:14:00,2025-07-02 13:53:00,66.03,65.83,66.381,65.83,stop_loss,-0.2,39
445,long,resistance,5,2025-07-02 06:00:00,2025-07-02 14:15:00,2025-07-02 14:26:00,65.58,65.7105,65.7105,65.319,take_profit,0.1305,11
446,long,resistance,898,2025-06-27 03:00:00,2025-07-02 14:49:00,2025-07-02 14:56:00,65.72,65.52,65.82,65.52,stop_loss,-0.2,7
447,long,resistance,773,2025-06-24 11:00:00,2025-07-03 07:17:00,2025-07-03 08:38:00,66.83,66.93,66.93,66.63,take_profit,0.1,81
448,long,resistance,49,2025-07-03 04:30:00,2025-07-03 13:45:00,2025-07-03 13:54:00,67.04,67.14,67.14,66.84,take_profit,0.1,9
449,short,support,84,2025-07-03 22:30:00,2025-07-04 07:37:00,2025-07-04 08:01:00,67.0,66.9,66.9,67.2,take_profit,0.1,24
450,long,resistance,876,2025-06-26 15:30:00,2025-07-04 09:16:00,2025-07-04 09:21:00,66.42,66.22,66.52,66.22,stop_loss,-0.2,5
451,short,support,56,2025-07-03 08:00:00,2025-07-04 12:29:00,2025-07-04 12:50:00,66.65,66.55,66.55,66.85,take_profit,0.1,21
452,short,support,94,2025-07-04 03:30:00,2025-07-07 08:00:00,2025-07-07 08:09:00,66.72,66.62,66.62,66.92,take_profit,0.1,9
453,short,support,46,2025-07-03 03:00:00,2025-07-07 08:41:00,2025-07-07 08:47:00,66.78,66.98,66.68,66.98,stop_loss,-0.2,6
454,short,support,101,2025-04-03 03:30:00,2025-07-09 08:40:00,2025-07-09 08:45:00,68.98,68.88,68.88,69.18,take_profit,0.1,5
455,long,resistance,224,2025-07-09 02:00:00,2025-07-09 13:02:00,2025-07-09 13:03:00,68.19,68.29,68.29,67.99,take_profit,0.1,1
456,long,resistance,390,2025-06-12 05:00:00,2025-07-10 08:47:00,2025-07-10 09:00:00,67.98,68.08,68.08,67.78,take_profit,0.1,13
457,long,resistance,199,2025-07-08 13:00:00,2025-07-10 09:53:00,2025-07-10 09:58:00,67.99,68.09,68.09,67.79,take_profit,0.1,5
458,long,resistance,98,2025-07-04 05:30:00,2025-07-10 14:47:00,2025-07-10 15:00:00,67.02,67.12,67.12,66.82,take_profit,0.1,13
459,short,support,248,2025-07-09 14:00:00,2025-07-11 13:40:00,2025-07-11 13:44:00,67.7,67.9,67.6,67.9,stop_loss,-0.2,4
460,short,support,217,2025-07-08 22:30:00,2025-07-11 13:50:00,2025-07-11 13:52:00,67.78,67.68,67.68,67.98,take_profit,0.1,2
461,short,support,232,2025-07-09 06:00:00,2025-07-11 14:27:00,2025-07-11 14:30:00,68.06,68.26,67.96,68.26,stop_loss,-0.2,3
462,short,support,260,2025-07-09 20:00:00,2025-07-11 14:30:00,2025-07-11 14:45:00,68.21,68.11,68.11,68.41,take_profit,0.1,15
463,short,support,813,2025-03-26 05:00:00,2025-07-14 07:32:00,2025-07-14 07:33:00,69.12,69.02,69.02,69.32,take_profit,0.1,1
464,short,support,86,2025-04-02 20:00:00,2025-07-14 07:36:00,2025-07-14 08:30:00,69.27,69.17,69.17,69.47,take_profit,0.1,54
465,long,resistance,338,2025-07-11 12:00:00,2025-07-14 15:47:00,2025-07-14 15:50:00,67.54,67.34,67.64,67.34,stop_loss,-0.2,3
466,short,support,316,2025-07-11 01:00:00,2025-07-15 08:52:00,2025-07-15 09:08:00,66.64,66.84,66.54,66.84,stop_loss,-0.2,16
467,short,support,332,2025-07-11 09:00:00,2025-07-15 18:28:00,2025-07-15 18:37:00,66.5,66.7,66.4,66.7,stop_loss,-0.2,9
468,long,resistance,957,2025-06-30 09:00:00,2025-07-16 11:56:00,2025-07-16 13:07:00,65.82,66.009,66.009,65.62,take_profit,0.189,71
469,short,support,442,2025-07-15 17:00:00,2025-07-16 16:37:00,2025-07-16 16:47:00,66.22,66.42,66.12,66.42,stop_loss,-0.2,10
470,short,support,304,2025-07-10 18:30:00,2025-07-16 17:01:00,2025-07-16 17:24:00,66.45,66.35,66.35,66.65,take_profit,0.1,23
471,long,resistance,552,2025-07-18 01:30:00,2025-07-18 08:30:00,2025-07-18 08:34:00,66.4,66.5,66.5,66.2,take_profit,0.1,4
472,long,resistance,504,2025-07-17 01:00:00,2025-07-18 13:52:00,2025-07-18 14:06:00,66.99,67.09,67.09,66.79,take_profit,0.1,14
473,short,support,585,2025-07-18 18:00:00,2025-07-21 15:10:00,2025-07-21 15:19:00,65.93,65.83,65.83,66.13,take_profit,0.1,9
474,short,support,22,2025-07-02 14:30:00,2025-07-22 15:49:00,2025-07-22 15:51:00,65.28,65.18,65.18,65.48,take_profit,0.1,2
475,short,support,625,2025-07-21 14:30:00,2025-07-22 17:00:00,2025-07-22 17:05:00,65.21,65.066,65.066,65.41,take_profit,0.144,5
476,short,support,648,2025-07-22 02:30:00,2025-07-22 17:26:00,2025-07-22 17:51:00,65.3,65.2,65.2,65.5,take_profit,0.1,25
477,short,support,661,2025-07-22 09:00:00,2025-07-23 12:48:00,2025-07-23 14:50:00,65.03,64.79,64.79,65.345,take_profit,0.24,122
478,short,support,567,2025-07-18 09:00:00,2025-07-24 09:48:00,2025-07-24 09:51:00,66.36,66.248,66.248,66.56,take_profit,0.112,3
479,long,resistance,657,2025-07-22 07:00:00,2025-07-24 11:50:00,2025-07-24 11:59:00,65.72,65.82,65.82,65.52,take_profit,0.1,9
480,long,resistance,684,2025-07-22 20:30:00,2025-07-24 12:06:00,2025-07-24 12:15:00,65.65,65.75,65.75,65.45,take_profit,0.1,9
481,long,resistance,757,2025-07-24 10:00:00,2025-07-25 08:22:00,2025-07-25 08:28:00,66.32,66.42,66.42,66.12,take_profit,0.1,6
482,long,resistance,777,2025-07-24 20:00:00,2025-07-25 09:01:00,2025-07-25 09:07:00,66.29,66.39,66.39,66.09,take_profit,0.1,6
483,long,resistance,740,2025-07-24 01:30:00,2025-07-25 14:18:00,2025-07-25 14:45:00,65.59,65.7205,65.7205,65.329,take_profit,0.1305,27
484,short,support,268,2025-07-10 00:30:00,2025-07-29 17:36:00,2025-07-29 17:40:00,68.04,68.24,67.94,68.24,stop_loss,-0.2,4
485,long,resistance,238,2025-07-09 09:00:00,2025-07-30 08:58:00,2025-07-30 09:52:00,68.94,68.74,69.04,68.74,stop_loss,-0.2,54
486,short,support,938,2025-07-30 06:30:00,2025-07-30 11:52:00,2025-07-30 12:09:00,69.01,69.21,68.91,69.21,stop_loss,-0.2,17
487,long,resistance,916,2025-07-29 19:00:00,2025-07-31 09:25:00,2025-07-31 09:40:00,69.76,69.56,69.86,69.56,stop_loss,-0.2,15
488,short,support,992,2025-07-31 10:00:00,2025-07-31 16:35:00,2025-07-31 16:41:00,69.35,69.55,69.25,69.55,stop_loss,-0.2,6
489,long,resistance,423,2025-06-12 22:00:00,2025-07-31 18:19:00,2025-07-31 18:21:00,68.91,69.01,69.01,68.71,take_profit,0.1,2
490,long,resistance,255,2025-07-09 17:30:00,2025-08-01 08:55:00,2025-08-01 08:58:00,68.87,68.97,68.97,68.67,take_profit,0.1,3
491,long,resistance,208,2025-07-08 17:30:00,2025-08-01 08:59:00,2025-08-01 09:16:00,68.91,68.71,69.01,68.71,stop_loss,-0.2,17
492,long,resistance,541,2025-07-17 19:30:00,2025-08-01 14:15:00,2025-08-01 14:16:00,67.69,67.79,67.79,67.49,take_profit,0.1,1
493,long,resistance,434,2025-07-15 13:00:00,2025-08-01 16:52:00,2025-08-01 16:53:00,67.13,67.23,67.23,66.93,take_profit,0.1,1
494,long,resistance,789,2025-07-25 02:30:00,2025-08-04 09:04:00,2025-08-04 09:07:00,66.49,66.59,66.59,66.29,take_profit,0.1,3
495,short,support,882,2025-07-29 02:00:00,2025-08-04 14:50:00,2025-08-04 14:55:00,66.65,66.85,66.55,66.85,stop_loss,-0.2,5
496,short,support,93,2025-08-05 03:30:00,2025-08-06 08:25:00,2025-08-06 08:36:00,66.02,66.22,65.92,66.22,stop_loss,-0.2,11
497,short,support,889,2025-07-29 05:30:00,2025-08-06 13:56:00,2025-08-06 13:57:00,66.53,66.73,66.43,66.73,stop_loss,-0.2,1
498,short,support,901,2025-07-29 11:30:00,2025-08-06 13:57:00,2025-08-06 13:59:00,66.61,66.51,66.51,66.81,take_profit,0.1,2
499,short,support,712,2025-07-23 11:00:00,2025-08-07 09:17:00,2025-08-07 09:34:00,64.73,64.63,64.63,64.93,take_profit,0.1,17
500,short,support,229,2025-06-06 18:30:00,2025-08-07 16:23:00,2025-08-07 17:01:00,64.35,64.23,64.23,64.59,take_profit,0.12,38
501,long,resistance,31,2025-06-02 13:30:00,2025-08-07 18:43:00,2025-08-08 05:26:00,63.88,63.68,64.24,63.68,stop_loss,-0.2,643
502,short,support,212,2025-08-07 16:00:00,2025-08-08 07:51:00,2025-08-08 08:14:00,63.85,63.75,63.75,64.05,take_profit,0.1,23
503,short,support,255,2025-06-09 08:00:00,2025-08-08 09:08:00,2025-08-08 09:26:00,64.2,63.976,63.976,64.648,take_profit,0.224,18
504,short,support,324,2025-06-10 19:00:00,2025-08-08 13:50:00,2025-08-08 14:01:00,64.57,64.394,64.394,64.804,take_profit,0.176,11
505,long,resistance,851,2025-04-28 02:30:00,2025-08-08 14:18:00,2025-08-08 14:28:00,63.53,63.233,63.6785,63.233,stop_loss,-0.297,10
506,long,resistance,160,2025-06-05 07:30:00,2025-08-08 14:30:00,2025-08-08 14:31:00,63.16,63.286,63.286,62.96,take_profit,0.126,1
507,long,resistance,445,2025-05-14 15:00:00,2025-08-08 20:13:00,2025-08-10 22:00:00,63.57,63.2,63.849,63.2,stop_loss,-0.37,2987
508,short,support,172,2025-08-06 19:30:00,2025-08-11 08:36:00,2025-08-11 09:23:00,63.64,63.84,63.464,63.84,stop_loss,-0.2,47
509,long,resistance,282,2025-08-11 04:00:00,2025-08-12 11:47:00,2025-08-12 13:34:00,63.58,63.2,63.85,63.2,stop_loss,-0.38,107
510,short,support,305,2025-08-11 15:30:00,2025-08-12 15:33:00,2025-08-12 15:38:00,63.66,63.55,63.55,63.88,take_profit,0.11,5
